"COLLEGE","INCOME","OVERAGE","LEFTOVER","HOUSE","HANDSET_PRICE","OVER_15MINS_CALLS_PER_MONTH","AVERAGE_CALL_DURATION","REPORTED_SATISFACTION","REPORTED_USAGE_LEVEL","CONSIDERING_CHANGE_OF_PLAN","LEAVE","ID"
"one",79688,175,19,261053,139,17,4,"very_sat","avg","considering","LEAVE",7463
"zero",62189,71,27,262348,390,5,2,"unsat","very_high","actively_looking_into_it","LEAVE",8470
"one",47067,0,0,416648,208,1,14,"sat","high","no","LEAVE",14648
"one",79125,198,0,220430,518,11,8,"avg","very_high","actively_looking_into_it","LEAVE",18474
"zero",48634,0,19,722784,202,0,6,"very_unsat","little","considering","STAY",15535
"one",107258,186,20,510723,805,18,5,"sat","little","never_thought","LEAVE",15827
"zero",68853,35,0,262400,376,4,4,"very_unsat","very_little","considering","LEAVE",12653
"zero",38718,0,0,493266,839,0,15,"unsat","very_little","actively_looking_into_it","STAY",12540
"one",86974,0,81,803902,376,0,1,"very_unsat","little","actively_looking_into_it","STAY",9134
"zero",49902,232,23,752622,165,16,5,"very_unsat","little","considering","STAY",5836
"zero",37682,216,0,237262,165,15,15,"very_unsat","very_high","no","LEAVE",3718
"one",21029,0,0,755474,237,0,8,"very_sat","very_high","no","STAY",10215
"one",125702,0,0,173819,488,1,15,"unsat","little","actively_looking_into_it","STAY",17525
"one",120316,179,28,210685,261,18,1,"very_unsat","very_high","considering","LEAVE",2657
"one",106700,0,0,905898,366,0,8,"very_unsat","very_high","never_thought","STAY",19716
"one",102283,165,0,251199,718,14,8,"very_sat","little","no","LEAVE",11340
"zero",95941,233,60,885836,366,29,1,"very_sat","little","no","LEAVE",1332
"one",90892,50,41,764865,295,16,2,"very_sat","high","no","STAY",5241
"one",153285,58,47,556983,613,4,1,"very_unsat","very_high","considering","LEAVE",12021
"one",50305,0,0,181850,320,16,9,"very_sat","little","considering","LEAVE",8389
"one",120387,70,42,446758,560,5,5,"very_unsat","high","considering","LEAVE",234
"one",22081,63,0,848881,154,4,14,"very_sat","very_high","actively_looking_into_it","LEAVE",12132
"zero",39944,80,6,295047,219,4,5,"very_sat","very_little","perhaps","STAY",6664
"one",46225,0,71,379173,236,0,6,"very_sat","little","actively_looking_into_it","LEAVE",9427
"one",114789,238,0,656647,509,22,10,"very_unsat","little","actively_looking_into_it","STAY",15645
"zero",143252,59,53,783860,670,26,2,"unsat","very_little","actively_looking_into_it","STAY",16738
"zero",38994,51,74,589674,192,4,2,"unsat","little","considering","STAY",4079
"one",29106,61,0,506428,161,4,10,"very_sat","very_high","actively_looking_into_it","LEAVE",14837
"one",42111,63,0,530720,130,3,15,"very_sat","little","no","LEAVE",11353
"one",134893,0,0,549315,733,0,10,"very_sat","little","never_thought","STAY",19354
"zero",56485,0,0,211557,359,1,10,"very_unsat","very_high","never_thought","STAY",15044
"zero",107493,0,0,411616,867,1,13,"very_unsat","little","actively_looking_into_it","STAY",1354
"zero",60209,195,66,759324,328,14,1,"very_unsat","very_high","no","STAY",1363
"one",49661,121,27,692963,576,21,1,"very_sat","little","considering","STAY",197
"one",127368,194,11,436296,874,18,12,"very_sat","little","considering","LEAVE",3167
"zero",159716,0,52,613029,872,0,2,"very_unsat","very_high","actively_looking_into_it","LEAVE",3656
"one",68852,207,10,253269,454,0,6,"very_unsat","little","actively_looking_into_it","LEAVE",19195
"one",45936,227,8,842722,173,23,6,"very_sat","little","considering","STAY",16077
"zero",92226,227,0,641720,341,29,9,"avg","little","no","STAY",2176
"one",157658,0,5,177566,802,21,10,"very_unsat","little","actively_looking_into_it","STAY",264
"zero",60781,0,0,483714,278,1,13,"very_sat","very_little","considering","LEAVE",3543
"one",79448,68,0,286336,355,4,14,"very_unsat","little","no","LEAVE",7572
"one",61308,210,5,764766,377,16,6,"unsat","very_little","never_thought","STAY",3989
"zero",103514,52,81,785257,749,4,2,"very_unsat","very_high","no","LEAVE",2827
"zero",29932,156,0,292458,244,25,4,"very_unsat","very_little","considering","LEAVE",8316
"one",68316,0,47,283347,340,0,11,"unsat","very_high","no","STAY",5670
"zero",90929,0,0,465893,372,1,15,"very_sat","little","no","LEAVE",8880
"one",77022,243,21,995828,279,12,4,"very_sat","very_high","actively_looking_into_it","STAY",2140
"zero",28573,62,89,375535,187,5,1,"sat","very_high","considering","LEAVE",1351
"one",109907,0,0,510981,387,0,12,"very_unsat","high","no","STAY",10874
"zero",52770,0,11,296362,283,1,4,"very_sat","very_high","perhaps","STAY",11062
"one",105622,178,0,278281,434,18,13,"sat","very_high","actively_looking_into_it","LEAVE",9562
"one",154661,53,42,274405,644,1,2,"very_sat","high","no","LEAVE",9822
"one",88066,183,69,838032,380,27,2,"very_sat","little","actively_looking_into_it","STAY",14948
"one",132572,0,0,854049,743,1,13,"very_unsat","little","considering","STAY",2490
"one",126783,213,8,818284,525,25,5,"very_unsat","high","never_thought","LEAVE",15103
"zero",67677,0,0,151997,323,12,12,"unsat","little","actively_looking_into_it","STAY",19396
"zero",97124,0,62,301427,313,0,2,"very_unsat","very_little","actively_looking_into_it","LEAVE",18908
"zero",88191,73,0,180898,357,3,8,"very_unsat","little","actively_looking_into_it","LEAVE",11548
"zero",111208,47,18,179702,624,5,6,"very_unsat","very_high","considering","STAY",4635
"one",117258,84,0,553033,528,5,11,"unsat","little","actively_looking_into_it","LEAVE",10903
"one",37182,185,9,302043,693,0,6,"unsat","very_high","no","LEAVE",5221
"zero",107471,57,48,944205,590,5,1,"very_unsat","little","actively_looking_into_it","STAY",17633
"zero",56231,0,7,398255,287,1,6,"very_unsat","very_high","considering","STAY",10052
"zero",37324,202,22,237281,245,18,5,"unsat","very_little","considering","LEAVE",14528
"one",35177,202,0,379292,207,21,9,"very_unsat","little","no","LEAVE",5807
"zero",68845,0,0,278871,250,1,9,"unsat","very_little","considering","LEAVE",5201
"zero",43483,225,11,463120,158,23,5,"very_sat","very_high","no","LEAVE",13862
"zero",97433,70,0,454496,282,4,14,"avg","very_high","perhaps","STAY",10756
"one",80750,152,34,830114,356,15,1,"unsat","very_high","considering","STAY",19669
"one",29300,0,0,199106,151,1,14,"very_unsat","very_high","no","STAY",11461
"zero",131362,194,48,864420,687,21,2,"very_unsat","very_high","no","LEAVE",15241
"one",39237,0,0,520339,145,0,9,"unsat","little","no","LEAVE",8676
"one",20441,0,0,662368,305,23,12,"very_unsat","very_little","never_thought","STAY",15713
"zero",71556,159,63,225686,321,29,1,"very_unsat","very_high","perhaps","LEAVE",16999
"one",127584,191,56,217038,566,25,1,"unsat","very_little","considering","LEAVE",12451
"zero",85012,0,0,485532,380,0,9,"very_sat","very_little","no","LEAVE",7788
"one",156901,0,0,261700,612,1,2,"very_unsat","very_high","considering","STAY",14042
"one",35978,0,0,373081,158,0,8,"very_sat","very_little","never_thought","LEAVE",10242
"one",97619,219,16,453733,325,26,5,"very_unsat","little","actively_looking_into_it","LEAVE",11604
"zero",79534,67,50,911178,226,4,2,"very_unsat","little","considering","STAY",5925
"zero",107530,197,42,826459,551,25,1,"unsat","little","considering","STAY",13594
"zero",23133,0,10,669662,188,0,5,"unsat","little","actively_looking_into_it","STAY",336
"one",122047,177,47,291376,678,26,2,"very_unsat","very_high","actively_looking_into_it","LEAVE",9586
"one",69299,198,70,878192,257,19,2,"very_unsat","very_high","considering","LEAVE",4587
"one",104401,0,28,406534,893,1,1,"unsat","little","actively_looking_into_it","STAY",19698
"one",149886,0,35,688383,547,0,2,"very_unsat","little","perhaps","LEAVE",16609
"one",101140,87,21,592014,712,5,5,"very_sat","little","considering","LEAVE",8878
"zero",39885,34,0,209258,186,4,13,"unsat","little","considering","LEAVE",17173
"one",43477,0,51,466218,180,0,1,"very_unsat","very_little","actively_looking_into_it","LEAVE",11418
"zero",36836,0,0,227769,170,0,1,"very_sat","little","no","STAY",8621
"one",44432,183,6,209641,153,21,6,"very_unsat","little","considering","LEAVE",16381
"one",81508,38,8,709486,288,3,4,"unsat","little","perhaps","STAY",7724
"zero",121649,211,0,185573,527,19,5,"very_unsat","high","considering","LEAVE",9938
"zero",27900,0,89,961095,192,0,2,"very_unsat","little","actively_looking_into_it","STAY",3284
"one",93675,64,7,168842,308,0,4,"unsat","high","considering","LEAVE",7277
"one",85195,64,18,398742,387,4,6,"unsat","little","considering","LEAVE",325
"one",102721,189,39,384962,549,23,1,"unsat","high","never_thought","LEAVE",6307
"one",124072,0,22,205681,212,1,6,"avg","very_high","no","STAY",1999
"zero",114384,71,0,204766,814,5,14,"very_unsat","little","actively_looking_into_it","STAY",4530
"one",73972,57,41,832454,258,3,1,"very_unsat","high","no","STAY",10495
"one",29634,77,37,571669,223,3,1,"unsat","very_little","considering","LEAVE",12891
"zero",43107,55,11,300669,211,5,6,"very_sat","very_high","considering","LEAVE",4637
"zero",87663,69,11,683329,393,3,5,"very_unsat","high","never_thought","STAY",16153
"zero",125760,0,0,505060,535,0,15,"very_sat","little","considering","LEAVE",2921
"one",86392,223,0,938183,322,20,11,"very_unsat","very_little","actively_looking_into_it","STAY",6853
"one",24316,78,62,169211,248,3,1,"unsat","very_little","no","LEAVE",10335
"zero",116610,51,0,327616,598,5,12,"very_sat","little","actively_looking_into_it","STAY",2226
"zero",25155,0,0,259291,231,1,12,"unsat","very_little","considering","LEAVE",10774
"zero",149008,201,0,865600,487,27,15,"unsat","avg","considering","LEAVE",7978
"one",32563,0,5,451833,134,25,5,"sat","little","considering","LEAVE",9603
"one",42677,210,5,543191,222,29,6,"unsat","high","considering","LEAVE",17919
"zero",131085,145,0,627963,790,15,9,"very_sat","little","considering","LEAVE",1042
"one",28981,169,18,569499,239,10,6,"unsat","little","considering","LEAVE",8195
"one",90102,47,0,500123,396,0,9,"unsat","little","no","LEAVE",18352
"one",27591,67,28,419470,137,5,1,"very_unsat","little","actively_looking_into_it","LEAVE",8419
"zero",45729,75,0,942141,130,4,8,"unsat","very_little","considering","STAY",17403
"zero",128317,46,48,834366,660,3,2,"very_unsat","high","considering","STAY",726
"one",69275,208,0,259056,338,14,12,"very_unsat","very_little","actively_looking_into_it","LEAVE",8054
"one",122043,62,9,755096,531,5,4,"very_unsat","very_high","no","LEAVE",11936
"one",25567,64,73,535225,157,5,2,"very_sat","little","considering","LEAVE",8121
"zero",113738,0,0,301767,504,1,11,"unsat","very_high","considering","LEAVE",13920
"one",87577,0,0,293034,284,1,14,"very_unsat","very_little","actively_looking_into_it","LEAVE",5484
"zero",125162,0,64,268170,776,0,1,"very_sat","little","perhaps","LEAVE",17653
"one",40368,0,0,233973,173,0,10,"very_sat","very_high","never_thought","LEAVE",17614
"zero",99064,235,16,763680,281,1,4,"sat","very_high","no","STAY",4872
"zero",98152,73,23,349866,357,5,6,"very_unsat","little","considering","STAY",17550
"zero",149540,216,34,306336,663,28,2,"very_unsat","little","no","LEAVE",19826
"zero",76867,0,19,293976,335,1,5,"very_unsat","little","considering","STAY",3188
"one",83481,66,0,919706,320,4,9,"sat","very_little","actively_looking_into_it","STAY",11403
"zero",68972,162,0,347667,390,0,10,"very_unsat","little","considering","LEAVE",19944
"one",73174,0,54,378938,270,1,1,"very_sat","very_high","considering","LEAVE",17643
"zero",117838,0,27,179508,494,3,5,"unsat","very_little","actively_looking_into_it","LEAVE",12181
"zero",159279,0,22,510786,860,1,9,"very_sat","very_little","actively_looking_into_it","STAY",10686
"zero",41888,0,38,818046,200,0,1,"avg","little","actively_looking_into_it","STAY",7845
"one",25720,0,0,517633,173,1,8,"very_sat","very_high","actively_looking_into_it","LEAVE",8995
"zero",108285,165,22,599785,636,23,5,"very_sat","little","considering","LEAVE",13888
"zero",38349,0,14,687550,181,1,6,"unsat","very_little","considering","STAY",18732
"zero",41936,82,23,189088,186,4,6,"very_unsat","very_little","never_thought","STAY",3350
"one",20569,152,0,496985,185,14,13,"very_sat","little","considering","LEAVE",17011
"zero",30714,64,30,596020,206,4,1,"very_sat","very_high","considering","LEAVE",1559
"one",59162,0,55,251345,396,1,1,"very_sat","very_high","considering","LEAVE",6581
"zero",22798,60,0,763645,181,4,10,"avg","very_little","actively_looking_into_it","LEAVE",1840
"zero",42707,0,7,500893,168,0,4,"sat","very_little","actively_looking_into_it","LEAVE",9967
"one",48226,0,72,183116,193,0,1,"very_sat","little","no","LEAVE",11065
"zero",87736,35,0,819910,396,3,8,"very_unsat","very_little","considering","STAY",13999
"zero",146487,53,63,280560,609,4,1,"very_unsat","very_high","considering","STAY",16983
"zero",99339,59,0,156264,395,3,13,"very_sat","very_little","never_thought","LEAVE",15371
"zero",107774,0,50,453434,472,0,12,"very_unsat","very_little","considering","LEAVE",1140
"zero",42925,193,58,553957,158,17,2,"very_unsat","little","considering","STAY",11940
"zero",57583,181,13,256380,349,25,10,"very_unsat","little","considering","STAY",2501
"one",123155,0,39,431903,331,17,1,"very_sat","little","never_thought","LEAVE",4335
"one",37915,50,34,614242,144,3,2,"avg","very_high","considering","STAY",10807
"zero",23652,254,84,530229,218,14,1,"unsat","very_little","actively_looking_into_it","LEAVE",11554
"zero",33557,214,0,792524,237,28,1,"very_sat","very_high","no","STAY",14479
"one",134475,42,0,218545,525,4,14,"avg","very_little","considering","LEAVE",1315
"one",132306,0,0,366538,586,3,13,"unsat","very_high","considering","STAY",17985
"one",83070,199,65,964845,331,23,2,"unsat","very_high","actively_looking_into_it","STAY",7527
"one",127859,200,14,319800,326,1,5,"unsat","very_high","considering","STAY",16766
"one",137451,220,0,638217,743,12,10,"very_unsat","very_high","no","STAY",2206
"one",25075,25,56,603991,146,5,2,"avg","very_high","no","STAY",13282
"zero",75143,27,0,274299,289,5,10,"unsat","very_high","considering","STAY",15527
"zero",131135,60,0,287449,681,5,15,"very_sat","high","considering","STAY",11212
"zero",39159,151,40,716559,140,12,1,"very_unsat","very_little","never_thought","STAY",13206
"zero",42679,53,0,957491,219,5,11,"very_sat","little","actively_looking_into_it","STAY",5463
"zero",84277,74,0,297579,342,5,8,"avg","very_high","actively_looking_into_it","LEAVE",10899
"zero",150099,69,6,566251,537,26,4,"unsat","high","considering","LEAVE",6149
"zero",61688,56,0,739665,381,4,8,"very_unsat","very_little","considering","STAY",3240
"one",99178,0,72,918824,371,1,1,"avg","avg","considering","STAY",2667
"zero",40746,82,19,690082,184,4,4,"avg","high","actively_looking_into_it","STAY",1394
"one",105635,248,17,483044,420,20,13,"very_sat","very_little","considering","LEAVE",13813
"zero",95771,254,11,157481,367,11,6,"very_unsat","little","actively_looking_into_it","LEAVE",16298
"one",20331,190,9,218921,206,23,6,"very_sat","high","actively_looking_into_it","LEAVE",6989
"zero",53521,223,21,439441,344,19,6,"very_unsat","avg","actively_looking_into_it","LEAVE",18620
"one",96509,207,0,599128,290,19,8,"very_unsat","very_high","considering","LEAVE",6529
"zero",46865,252,76,882226,143,5,1,"very_sat","very_little","no","LEAVE",16438
"one",66837,61,24,211499,387,5,5,"very_sat","little","no","LEAVE",14645
"one",23995,0,16,761738,192,0,5,"very_unsat","little","considering","STAY",9338
"one",153556,0,7,992562,807,1,4,"sat","very_little","actively_looking_into_it","STAY",17510
"one",45347,56,66,768301,177,4,2,"very_sat","very_little","actively_looking_into_it","STAY",9404
"zero",102630,54,58,168679,619,5,2,"very_unsat","very_high","actively_looking_into_it","LEAVE",9373
"zero",96893,0,70,347133,278,0,1,"very_unsat","very_little","no","STAY",15858
"zero",48805,0,81,483348,501,1,2,"very_sat","little","actively_looking_into_it","LEAVE",8505
"one",88692,43,0,317146,274,4,14,"unsat","little","considering","STAY",11865
"zero",107352,0,33,999651,642,0,1,"very_sat","little","never_thought","LEAVE",13918
"zero",44490,37,0,430083,247,5,15,"unsat","very_high","considering","LEAVE",468
"one",75083,0,7,161320,254,0,6,"very_unsat","little","no","STAY",16699
"one",112292,87,0,215687,693,5,6,"unsat","high","no","STAY",11637
"zero",58070,0,65,289034,372,1,2,"very_unsat","avg","never_thought","LEAVE",2225
"zero",81795,0,0,254373,350,1,1,"very_unsat","avg","considering","STAY",3278
"zero",137416,196,0,285218,767,19,11,"very_unsat","very_high","considering","LEAVE",1249
"zero",24236,0,46,299615,233,1,2,"very_unsat","very_high","actively_looking_into_it","LEAVE",16073
"zero",148492,0,78,264406,445,1,1,"very_unsat","very_little","no","LEAVE",8796
"zero",77300,40,10,774111,374,5,5,"very_unsat","very_high","considering","STAY",11304
"one",76945,0,0,473002,373,3,11,"avg","very_high","perhaps","LEAVE",15532
"one",31649,62,83,237696,143,4,2,"avg","very_high","considering","STAY",5193
"one",38171,191,5,299358,156,13,2,"unsat","very_high","never_thought","LEAVE",11409
"one",104968,87,16,444723,676,5,6,"very_sat","very_little","no","LEAVE",7918
"one",78130,49,17,314102,346,3,5,"very_sat","very_high","perhaps","LEAVE",18706
"one",98254,0,0,955549,310,0,8,"avg","very_little","actively_looking_into_it","STAY",16530
"one",30861,249,0,152072,224,12,14,"unsat","little","considering","LEAVE",5163
"one",38014,221,13,524829,208,13,6,"sat","very_little","considering","LEAVE",19156
"zero",66203,55,42,893720,263,4,1,"very_unsat","little","considering","LEAVE",5299
"zero",31038,175,21,301118,229,21,5,"very_unsat","avg","no","STAY",2808
"zero",98194,0,0,318020,396,0,10,"very_unsat","little","actively_looking_into_it","STAY",2516
